zip,lat,lon,state,city
29581,34.0007,-79.1023,SC,Nichols
29582,33.7705,-78.7718,SC,North Myrtle Beach
29583,33.9724,-79.5992,SC,Pamplico
29584,34.5918,-80.1707,SC,Patrick
29585,33.4641,-79.1839,SC,Pawleys Island
29587,33.6211,-78.9632,SC,Myrtle Beach
29588,33.6700,-79.0100,SC,Myrtle Beach
29589,34.1053,-79.3221,SC,Rains
29590,33.5984,-79.7094,SC,Salters
29591,33.9373,-79.7699,SC,Scranton
29592,34.2580,-79.4783,SC,Sellers
29593,34.4420,-79.8805,SC,Society Hill
29594,34.6405,-79.5869,SC,Tatum
29596,34.7323,-79.8297,SC,Wallace
29597,33.7858,-78.9718,SC,North Myrtle Beach
29598,33.9358,-78.9192,SC,North Myrtle Beach
29601,34.8486,-82.4029,SC,Greenville
29602,34.8007,-82.3956,SC,Greenville
29603,34.8377,-82.3715,SC,Greenville
29604,34.8497,-82.4538,SC,Greenville
29605,34.7721,-82.3744,SC,Greenville
29606,34.8497,-82.4538,SC,Greenville
29607,34.9091,-82.3842,SC,Greenville
29608,34.8497,-82.4538,SC,Greenville
29609,34.9021,-82.3869,SC,Greenville
29610,34.8497,-82.4538,SC,Greenville
29611,34.8389,-82.4209,SC,Greenville
29612,34.8497,-82.4538,SC,Greenville
29613,34.9249,-82.4331,SC,Greenville
29614,34.8724,-82.3626,SC,Greenville
29615,34.9389,-82.3590,SC,Greenville
29616,34.8497,-82.4538,SC,Greenville
29617,34.9555,-82.4656,SC,Greenville
29620,34.2157,-82.4463,SC,Abbeville
29621,34.4927,-82.6383,SC,Anderson
29622,34.4920,-82.7829,SC,Anderson
29623,34.4381,-82.8354,SC,Anderson
29624,34.5124,-82.7083,SC,Anderson
29625,34.4680,-82.6857,SC,Anderson
29626,34.4158,-82.7051,SC,Anderson
29627,34.4924,-82.5691,SC,Belton
29628,34.1918,-82.4903,SC,Calhoun Falls
29630,34.7446,-82.7973,SC,Central
29631,34.7597,-82.8022,SC,Clemson
29632,34.8474,-82.7101,SC,Clemson
29633,34.8474,-82.7101,SC,Clemson
29634,34.8474,-82.7101,SC,Clemson
29635,35.0789,-82.5076,SC,Cleveland
29636,34.8497,-82.4538,SC,Conestee
29638,34.3304,-82.3367,SC,Donalds
29639,34.3268,-82.4308,SC,Due West
29640,34.8440,-82.6438,SC,Easley
29641,34.8135,-82.6531,SC,Easley
29642,34.7901,-82.5937,SC,Easley
29643,34.5427,-83.0297,SC,Fair Play
29644,34.6578,-82.2441,SC,Fountain Inn
29645,34.5953,-82.1147,SC,Gray Court
29646,34.1142,-82.1283,SC,Greenwood
29647,34.1788,-82.1631,SC,Greenwood
29648,34.2124,-82.1681,SC,Greenwood
29649,34.2909,-82.1545,SC,Greenwood
29650,34.9487,-82.3684,SC,Greer
29651,34.9623,-82.3301,SC,Greer
29652,34.8497,-82.4538,SC,Greer
29653,34.2742,-82.2139,SC,Hodges
29654,34.4163,-82.5088,SC,Honea Path
29655,34.4208,-82.6088,SC,Iva
29656,34.6252,-82.7654,SC,La France
29657,34.7837,-82.7094,SC,Liberty
29658,34.7634,-83.2776,SC,Long Creek
29659,34.2213,-82.6318,SC,Lowndesville
29661,35.0716,-82.5312,SC,Marietta
29662,34.7502,-82.2671,SC,Mauldin
29664,34.8566,-83.1913,SC,Mountain Rest
29665,34.7247,-82.9106,SC,Newry
29666,34.1193,-81.9985,SC,Ninety Six
29667,34.7642,-82.7648,SC,Norris
29669,34.6568,-82.5353,SC,Pelzer
29670,34.6089,-82.5973,SC,Pendleton
29671,34.8738,-82.7125,SC,Pickens
29672,34.7740,-82.9457,SC,Seneca
29673,34.7221,-82.3925,SC,Piedmont
29675,34.7641,-83.0883,SC,Richland
29676,34.8669,-82.9766,SC,Salem
29677,34.5975,-82.7568,SC,Sandy Springs
29678,34.7157,-82.9639,SC,Seneca
29679,34.6079,-82.9397,SC,Seneca
29680,34.6962,-82.2893,SC,Simpsonville
29681,34.8073,-82.2667,SC,Simpsonville
29682,34.8372,-82.8256,SC,Six Mile
29683,35.0289,-82.4941,SC,Slater
29684,34.4091,-82.6602,SC,Starr
29685,34.9780,-82.7848,SC,Sunset
29686,34.8970,-83.0375,SC,Tamassee
29687,34.9709,-82.3816,SC,Taylors
29688,35.0477,-82.3530,SC,Tigerville
29689,34.5336,-82.8922,SC,Townville
29690,35.0716,-82.3742,SC,Travelers Rest
29691,34.8457,-83.0672,SC,Walhalla
29692,34.3886,-82.2488,SC,Ware Shoals
29693,34.6965,-83.1535,SC,Westminster
29695,34.2186,-82.3047,SC,Hodges
29696,34.7039,-83.0352,SC,West Union
29697,34.5536,-82.6121,SC,Williamston
29698,34.8882,-81.9690,SC,Greenville
29702,35.1095,-81.4942,SC,Blacksburg
29703,34.9926,-81.1787,SC,Bowling Green
29704,34.8596,-80.9383,SC,Catawba
29706,34.6933,-81.1680,SC,Chester
29708,35.0502,-80.9908,SC,Fort Mill
29709,34.7556,-80.1295,SC,Chesterfield
29710,35.0360,-81.1652,SC,Clover
29712,34.7782,-80.9961,SC,Edgemoor
29714,34.6963,-80.9434,SC,Fort Lawn
29715,34.9876,-81.1552,SC,Fort Mill
29716,35.0628,-80.9690,SC,Fort Mill
29717,34.9633,-81.4334,SC,Hickory Grove
29718,34.7115,-80.3929,SC,Jefferson
29720,34.7179,-80.6839,SC,Lancaster
29721,34.6994,-80.7817,SC,Lancaster
29722,34.7673,-80.6589,SC,Lancaster
29724,34.7753,-81.0228,SC,Lando
29726,34.8599,-81.2274,SC,Mc Connells
29727,34.5918,-80.1707,SC,Mount Croghan
29728,34.7689,-80.3751,SC,Pageland
29729,34.6925,-81.0039,SC,Richburg
29730,34.9091,-81.0524,SC,Rock Hill
29731,34.9926,-81.1787,SC,Rock Hill
29732,34.9377,-81.0922,SC,Rock Hill
29733,34.9926,-81.1787,SC,Rock Hill
29734,34.9926,-81.1787,SC,Rock Hill
29741,34.7213,-80.1896,SC,Ruby
29742,34.9328,-81.3385,SC,Sharon
29743,35.0252,-81.4073,SC,Smyrna
29744,34.9739,-80.8518,SC,Van Wyck
29745,34.9918,-81.2086,SC,York
29801,33.5544,-81.6959,SC,Aiken
29802,33.7235,-81.5907,SC,Aiken
29803,33.5059,-81.6951,SC,Aiken
29804,33.5377,-81.5999,SC,Aiken
29805,33.6993,-81.6465,SC,Aiken
29808,33.5377,-81.5999,SC,Aiken
29809,33.4130,-81.6900,SC,New Ellenton
29810,32.9902,-81.2876,SC,Allendale
29812,33.2498,-81.3496,SC,Barnwell
29813,33.2917,-81.4827,SC,Hilda
29816,33.4970,-81.8509,SC,Bath
29817,33.3638,-81.2975,SC,Blackville
29819,34.0599,-82.2014,SC,Bradley
29821,33.6231,-82.1327,SC,Clarks Hill
29822,33.4997,-81.8649,SC,Clearwater
29824,33.7678,-81.9875,SC,Edgefield
29826,33.3860,-81.3785,SC,Elko
29827,32.9599,-81.2492,SC,Fairfax
29828,33.5182,-81.8277,SC,Gloverville
29829,33.6414,-81.7929,SC,Graniteville
29831,33.4217,-81.7247,SC,Jackson
29832,33.7832,-81.8184,SC,Johnston
29834,33.4979,-81.8445,SC,Langley
29835,33.8932,-82.2609,SC,Mc Cormick
29836,32.9516,-81.3483,SC,Martin
29838,33.7052,-82.2187,SC,Modoc
29839,33.5073,-81.5992,SC,Montmorenci
29840,33.8356,-82.3200,SC,Mount Carmel
29841,33.4667,-81.7391,SC,North Augusta
29842,33.4707,-81.8639,SC,Beech Island
29843,33.1784,-81.1827,SC,Olar
29844,33.7854,-82.2111,SC,Parksville
29845,33.8356,-82.3200,SC,Plum Branch
29846,33.0241,-81.2258,SC,Sycamore
29847,33.6983,-81.8642,SC,Trenton
29848,33.9961,-82.1510,SC,Troy
29849,33.0988,-81.2068,SC,Ulmer
29850,33.5458,-81.6862,SC,Vaucluse
29851,33.5260,-81.7956,SC,Warrenville
29853,33.3023,-81.3763,SC,Williston
29856,33.4801,-81.5494,SC,Windsor
29860,33.5566,-81.8555,SC,North Augusta
29861,33.5377,-81.5999,SC,North Augusta
29899,33.8356,-82.3200,SC,Mc Cormick
29901,32.4244,-80.5653,SC,Beaufort
29902,32.4047,-80.6531,SC,Beaufort
29903,32.4440,-80.7352,SC,Beaufort
29904,32.3906,-80.6610,SC,Beaufort
29905,32.3401,-80.6890,SC,Beaufort
29906,32.3823,-80.7603,SC,Beaufort
29907,32.4400,-80.6400,SC,Ladys Island
29909,32.3000,-80.9200,SC,Sun City
29910,32.3497,-80.8995,SC,Bluffton
29911,32.8857,-81.2064,SC,Brunson
29912,32.4889,-80.9891,SC,Coosawatchie
29913,32.9299,-81.1846,SC,Crocketville
29914,32.5527,-80.6770,SC,Dale
29915,32.1560,-80.7879,SC,Daufuskie Island
29916,32.7189,-81.1514,SC,Early Branch
29918,32.8066,-81.1831,SC,Estill
29920,32.3716,-80.5383,SC,Saint Helena Island
29921,32.7182,-81.2071,SC,Furman
29922,32.7417,-81.1933,SC,Garnett
29923,32.7888,-81.1269,SC,Gifford
29924,32.8823,-81.1324,SC,Hampton
29925,32.2132,-80.7997,SC,Hilton Head Island
29926,32.2077,-80.7476,SC,Hilton Head Island
29927,32.2440,-81.0748,SC,Hardeeville
29928,32.2651,-80.6441,SC,Hilton Head Island
29929,32.9463,-80.9480,SC,Islandton
29931,32.5384,-80.7026,SC,Lobeco
29932,32.7888,-81.1269,SC,Luray
29933,32.7888,-81.1269,SC,Miley
29934,32.2718,-81.0615,SC,Pineland
29935,32.3874,-80.6844,SC,Port Royal
29936,32.4868,-80.9257,SC,Ridgeland
29938,32.3906,-80.6610,SC,Hilton Head Island
29939,32.6786,-81.2455,SC,Scotia
29940,32.5693,-80.7192,SC,Seabrook
29941,32.5878,-80.7183,SC,Sheldon
29943,32.3933,-81.0115,SC,Tillman
29944,32.7972,-81.0798,SC,Varnville
29945,32.6923,-80.8873,SC,Yemassee
30002,33.7717,-84.2394,GA,Avondale Estates
30003,33.9604,-84.0379,GA,Norcross
30004,34.1124,-84.3020,GA,Alpharetta
30005,34.0782,-84.2281,GA,Alpharetta
30006,33.9125,-84.5572,GA,Marietta
30007,33.9125,-84.5572,GA,Marietta
30008,33.8972,-84.5920,GA,Marietta
30009,33.8444,-84.4741,GA,Alpharetta
30010,33.9604,-84.0379,GA,Norcross
30011,34.0191,-83.8261,GA,Auburn
30012,33.7192,-84.0021,GA,Conyers
30013,33.6436,-83.9684,GA,Conyers
30014,33.5293,-83.8496,GA,Covington
30015,33.5558,-83.8649,GA,Covington
30016,33.5146,-83.8626,GA,Covington
30017,33.9169,-84.0410,GA,Grayson
30018,33.7180,-83.8015,GA,Jersey
30019,33.9883,-83.8795,GA,Dacula
30021,33.8110,-84.2380,GA,Clarkston
30022,34.0268,-84.2422,GA,Alpharetta
30023,33.8444,-84.4741,GA,Alpharetta
30024,34.0425,-84.0262,GA,Suwanee
30025,33.6791,-83.6835,GA,Social Circle
30026,33.9630,-84.0923,GA,North Metro
30028,34.1930,-84.0926,GA,Cumming
30029,33.9604,-84.0379,GA,North Metro
30030,33.7726,-84.2917,GA,Decatur
30031,33.8913,-84.0746,GA,Decatur
30032,33.7497,-84.2729,GA,Decatur
30033,33.8165,-84.2858,GA,Decatur
30034,33.6908,-84.2512,GA,Decatur
30035,33.7321,-84.2009,GA,Decatur
30036,33.8913,-84.0746,GA,Decatur
30037,33.8913,-84.0746,GA,Decatur
30038,33.6675,-84.1448,GA,Lithonia
30039,33.8178,-84.0229,GA,Snellville
30040,34.2321,-84.1580,GA,Cumming
30041,34.2037,-84.1031,GA,Cumming
30042,33.9295,-84.1032,GA,Lawrenceville
30043,34.0031,-84.0126,GA,Lawrenceville
30044,33.9418,-84.0706,GA,Lawrenceville
30045,33.9367,-83.9573,GA,Lawrenceville
30046,33.9604,-84.0379,GA,Lawrenceville
30047,33.8656,-84.0725,GA,Lilburn
30048,33.9604,-84.0379,GA,Lilburn
30049,33.6300,-84.2900,GA,Lawrenceville
30052,33.8769,-83.8968,GA,Loganville
30054,33.6706,-83.8740,GA,Oxford
30055,33.4314,-83.7908,GA,Mansfield
30056,33.5149,-83.7072,GA,Newborn
30058,33.7356,-84.1009,GA,Lithonia
30060,33.9382,-84.5403,GA,Marietta
30061,33.9328,-84.5560,GA,Marietta
30062,33.9823,-84.4880,GA,Marietta
30063,33.9653,-84.5112,GA,Marietta
30064,33.9237,-84.6292,GA,Marietta
30065,33.9125,-84.5572,GA,Marietta
30066,34.0248,-84.4984,GA,Marietta
30067,33.9326,-84.4624,GA,Marietta
30068,33.9709,-84.4457,GA,Marietta
30069,33.9125,-84.5572,GA,Marietta
30070,33.5712,-83.8951,GA,Porterdale
30071,33.9445,-84.2110,GA,Norcross
30072,33.7906,-84.2053,GA,Pine Lake
30073,33.7000,-84.2500,GA,Powder Springs
30074,33.8913,-84.0746,GA,Redan
30075,34.0552,-84.3705,GA,Roswell
30076,34.0278,-84.3202,GA,Roswell
30077,33.8444,-84.4741,GA,Roswell
30078,33.8635,-84.0081,GA,Snellville
30079,33.7935,-84.2584,GA,Scottdale
30080,33.8646,-84.5562,GA,Smyrna
30081,33.8588,-84.7106,GA,Smyrna
30082,33.8568,-84.5345,GA,Smyrna
30083,33.7864,-84.2034,GA,Stone Mountain
30084,33.8539,-84.2154,GA,Tucker
30085,33.8913,-84.0746,GA,Tucker
30086,33.8913,-84.0746,GA,Stone Mountain
30087,33.8105,-84.1361,GA,Stone Mountain
30088,33.7611,-84.1766,GA,Stone Mountain
30090,33.9525,-84.5471,GA,Marietta
30091,33.9604,-84.0379,GA,Norcross
30092,33.9107,-84.1385,GA,Norcross
30093,33.9322,-84.1819,GA,Norcross
30094,33.6111,-84.0683,GA,Conyers
30095,34.0256,-84.1304,GA,Duluth
30096,33.9845,-84.1529,GA,Duluth
30097,34.0060,-84.1447,GA,Duluth
30098,33.9604,-84.0379,GA,Duluth
30099,33.9595,-84.1050,GA,Duluth
30101,34.0234,-84.6738,GA,Acworth
30102,34.0707,-84.5894,GA,Acworth
30103,34.2963,-84.9092,GA,Adairsville
30104,34.0532,-85.0799,GA,Aragon
30105,34.4793,-85.1492,GA,Armuchee
30106,33.8369,-84.6307,GA,Austell
30107,34.3012,-84.4429,GA,Ball Ground
30108,33.5877,-85.1239,GA,Bowdon
30109,33.6534,-85.1362,GA,Bowdon Junction
30110,33.7680,-85.1729,GA,Bremen
30111,33.9125,-84.5572,GA,Clarkdale
30112,33.5800,-85.0700,GA,Carrollton
30113,33.8367,-85.2104,GA,Buchanan
30114,34.2505,-84.4909,GA,Canton
30115,34.1993,-84.4199,GA,Canton
30116,33.6045,-85.0499,GA,Carrollton
30117,33.5668,-85.0789,GA,Carrollton
30118,33.5712,-85.0961,GA,Carrollton
30119,33.6189,-85.0736,GA,Carrollton
30120,34.2008,-84.8471,GA,Cartersville
30121,34.2079,-84.7673,GA,Cartersville
30122,33.7655,-84.6469,GA,Lithia Springs
30123,34.2442,-84.8457,GA,Cassville
30124,34.1616,-85.3328,GA,Cave Spring
30125,33.9988,-85.2394,GA,Cedartown
30126,33.8332,-84.6031,GA,Mableton
30127,33.9135,-84.6859,GA,Powder Springs
30129,34.3333,-85.2337,GA,Coosa
30132,33.9354,-84.8667,GA,Dallas
30133,33.6897,-84.7446,GA,Douglasville
30134,33.7595,-84.7773,GA,Douglasville
30135,33.6675,-84.7506,GA,Douglasville
30137,34.1184,-84.7623,GA,Emerson
30138,33.9999,-85.1723,GA,Esom Hill
30139,34.4625,-84.7430,GA,Fairmount
30140,33.8823,-85.2349,GA,Felton
30141,33.8794,-84.8443,GA,Hiram
30142,34.2429,-84.4583,GA,Holly Springs
30143,34.4690,-84.4282,GA,Jasper
30144,34.0338,-84.5974,GA,Kennesaw
30145,34.2339,-84.9621,GA,Kingston
30146,34.2429,-84.4583,GA,Lebanon
30147,34.1522,-85.2204,GA,Lindale
30148,34.4398,-84.3030,GA,Marble Hill
30149,34.2804,-85.1821,GA,Mount Berry
30150,33.6430,-85.1818,GA,Mount Zion
30151,34.2429,-84.4583,GA,Nelson
30152,33.9951,-84.6544,GA,Kennesaw
30153,33.9938,-85.0915,GA,Rockmart
30154,33.6897,-84.7446,GA,Douglasville
30156,33.9900,-84.6500,GA,Kennesaw
30157,33.9045,-84.8621,GA,Dallas
30160,33.9900,-84.6500,GA,Kennesaw
30161,34.2623,-85.2209,GA,Rome
30162,34.2905,-85.2138,GA,Rome
30163,34.3333,-85.2337,GA,Rome
30164,34.3333,-85.2337,GA,Rome
30165,34.3158,-85.2729,GA,Rome
30168,33.7838,-84.5952,GA,Austell
30169,34.1400,-84.2900,GA,Canton
30170,33.5242,-85.1653,GA,Roopville
30171,34.3379,-84.7376,GA,Rydal
30172,34.3333,-85.2337,GA,Shannon
30173,34.1455,-85.1177,GA,Silver Creek
30175,34.5157,-84.5234,GA,Talking Rock
30176,33.7701,-85.2616,GA,Tallapoosa
30177,34.4027,-84.3785,GA,Tate
30178,34.1296,-84.9734,GA,Taylorsville
30179,33.7375,-85.0261,GA,Temple
30180,33.7055,-84.9757,GA,Villa Rica
30182,33.6801,-85.2513,GA,Waco
30183,34.3386,-84.5776,GA,Waleska
30184,34.2643,-84.7539,GA,White
30185,33.5090,-84.9102,GA,Whitesburg
30187,33.6595,-84.7782,GA,Winston
30188,34.1274,-84.4818,GA,Woodstock
30189,34.1480,-84.4772,GA,Woodstock
30204,33.0758,-84.1457,GA,Barnesville
30205,33.3001,-84.4532,GA,Brooks
30206,33.1047,-84.4569,GA,Concord
30212,33.2782,-84.2888,GA,Experiment
30213,33.5915,-84.6089,GA,Fairburn
30214,33.4679,-84.4806,GA,Fayetteville
30215,33.3943,-84.4738,GA,Fayetteville
30216,33.2372,-83.8983,GA,Flovilla
30217,33.2780,-85.1340,GA,Franklin
30218,33.0691,-84.6132,GA,Gay
30219,33.1572,-85.1706,GA,Glenn
30220,33.2756,-84.7413,GA,Grantville
30222,33.0468,-84.7402,GA,Greenville
30223,33.2659,-84.2896,GA,Griffin
30224,33.2404,-84.2734,GA,Griffin
30228,33.4081,-84.2738,GA,Hampton
30229,33.2322,-84.5685,GA,Haralson
30230,33.1442,-84.9606,GA,Hogansville
30232,33.4038,-84.5044,GA,Inman
30233,33.3199,-83.9811,GA,Jackson
30234,33.3224,-84.0287,GA,Jenkinsburg
30236,33.5185,-84.3375,GA,Jonesboro
30237,33.5007,-84.3513,GA,Jonesboro
30238,33.4944,-84.3797,GA,Jonesboro
30240,33.0243,-85.0739,GA,Lagrange
30241,33.0249,-84.9577,GA,Lagrange
30248,33.3721,-84.1156,GA,Locust Grove
30250,33.4429,-84.3136,GA,Lovejoy
30251,33.1792,-84.6995,GA,Luthersville
30252,33.4768,-84.0550,GA,Mcdonough
30253,33.4510,-84.1544,GA,Mcdonough
30256,33.0391,-84.3776,GA,Meansville
30257,33.1365,-84.1487,GA,Milner
30258,33.0223,-84.4369,GA,Molena
30259,33.2763,-84.7387,GA,Moreland
30260,33.5802,-84.3268,GA,Morrow
30261,33.0457,-85.0490,GA,Lagrange
30263,33.3696,-84.8194,GA,Newnan
30264,33.3610,-84.8142,GA,Newnan
30265,33.4160,-84.7057,GA,Newnan
30266,33.2657,-84.2990,GA,Orchard Hill
30268,33.5592,-84.7101,GA,Palmetto
30269,33.3958,-84.5682,GA,Peachtree City
30270,33.5700,-83.8900,GA,Peachtree Cty
30271,33.3514,-84.7561,GA,Newnan
30272,33.6259,-84.5163,GA,Red Oak
30273,33.5770,-84.2726,GA,Rex
30274,33.5555,-84.3980,GA,Riverdale
30275,33.4299,-84.8744,GA,Sargent
30276,33.2854,-84.6025,GA,Senoia
30277,33.3631,-84.6594,GA,Sharpsburg
30281,33.5499,-84.2080,GA,Stockbridge
30284,33.3453,-84.2898,GA,Sunny Side
30285,32.9650,-84.2193,GA,The Rock
30286,32.8845,-84.3365,GA,Thomaston
30287,33.5007,-84.3513,GA,Morrow
30288,33.6369,-84.3371,GA,Conley
30289,33.3260,-84.6371,GA,Turin
30290,33.4600,-84.5858,GA,Tyrone
30291,33.5731,-84.5510,GA,Union City
30292,33.1170,-84.3991,GA,Williamson
30293,32.9682,-84.6254,GA,Woodbury
30294,33.6166,-84.2939,GA,Ellenwood
30295,33.0774,-84.3217,GA,Zebulon
30296,33.5584,-84.4348,GA,Riverdale
30297,33.6115,-84.3745,GA,Forest Park
30298,33.5007,-84.3513,GA,Forest Park
30301,33.8444,-84.4741,GA,Atlanta
30302,33.8444,-84.4741,GA,Atlanta
30303,33.7525,-84.3920,GA,Atlanta
30304,33.8482,-84.4293,GA,Atlanta
30305,33.8350,-84.3868,GA,Atlanta
30306,33.7878,-84.3598,GA,Atlanta
30307,33.7629,-84.3574,GA,Atlanta
30308,33.7941,-84.3773,GA,Atlanta
30309,33.7979,-84.3877,GA,Atlanta
30310,33.7183,-84.4309,GA,Atlanta
30311,33.7249,-84.4683,GA,Atlanta
30312,33.8297,-84.3815,GA,Atlanta
30313,33.7605,-84.3996,GA,Atlanta
30314,33.7578,-84.4336,GA,Atlanta
30315,33.6973,-84.3837,GA,Atlanta
30316,33.7269,-84.3585,GA,Atlanta
30317,33.7536,-84.3511,GA,Atlanta
30318,33.7920,-84.4428,GA,Atlanta
30319,33.8768,-84.3291,GA,Atlanta
30320,33.6568,-84.4236,GA,Atlanta
30321,33.8444,-84.4741,GA,Atlanta
30322,33.7952,-84.3248,GA,Atlanta
30324,33.8201,-84.3665,GA,Atlanta
30325,33.8444,-84.4741,GA,Atlanta
30326,33.8496,-84.3609,GA,Atlanta
30327,33.8640,-84.4220,GA,Atlanta
30328,33.9335,-84.3958,GA,Atlanta
30329,33.8266,-84.3249,GA,Atlanta
30330,33.7071,-84.4321,GA,Atlanta
30331,33.7243,-84.5786,GA,Atlanta
30332,33.7763,-84.3980,GA,Atlanta
30333,33.8913,-84.0746,GA,Atlanta
30334,33.7027,-84.4391,GA,Atlanta
30336,33.7406,-84.5545,GA,Atlanta
30337,33.6428,-84.4618,GA,Atlanta
30338,33.9669,-84.3249,GA,Atlanta
30339,33.9062,-84.4337,GA,Atlanta
30340,33.8932,-84.2539,GA,Atlanta
30341,33.8901,-84.2782,GA,Atlanta
30342,33.8811,-84.3795,GA,Atlanta
30343,33.8444,-84.4741,GA,Atlanta
30344,33.6919,-84.4480,GA,Atlanta
30345,33.8456,-84.2814,GA,Atlanta
30346,33.9244,-84.3376,GA,Atlanta
30347,33.8444,-84.4741,GA,Atlanta
30348,33.8444,-84.4741,GA,Atlanta
30349,33.6181,-84.5501,GA,Atlanta
30350,33.9632,-84.3142,GA,Atlanta
30353,33.8444,-84.4741,GA,Atlanta
30354,33.6675,-84.3896,GA,Atlanta
30355,33.8444,-84.4741,GA,Atlanta
30356,33.8913,-84.0746,GA,Atlanta
30357,33.8444,-84.4741,GA,Atlanta
30358,33.9982,-84.3411,GA,Atlanta
30359,33.8913,-84.0746,GA,Atlanta
30360,33.9311,-84.2778,GA,Atlanta
30361,33.8444,-84.4741,GA,Atlanta
30362,33.8913,-84.0746,GA,Atlanta
30363,33.7800,-84.3900,GA,Atlanta
30364,33.8444,-84.4741,GA,Atlanta
30366,33.8913,-84.0746,GA,Atlanta
30368,33.8444,-84.4741,GA,Atlanta
30369,33.8444,-84.4741,GA,Atlanta
30370,33.8444,-84.4741,GA,Atlanta
30371,33.8444,-84.4741,GA,Atlanta
30374,33.8444,-84.4741,GA,Atlanta
30375,33.8444,-84.4741,GA,Atlanta
30376,33.8444,-84.4741,GA,Atlanta
30377,33.8444,-84.4741,GA,Atlanta
30378,33.8444,-84.4741,GA,Atlanta
30379,33.8444,-84.4741,GA,Atlanta
30380,33.8444,-84.4741,GA,Atlanta
30384,33.8444,-84.4741,GA,Atlanta
30385,33.8444,-84.4741,GA,Atlanta
30386,33.8444,-84.4741,GA,Atlanta
30387,33.8444,-84.4741,GA,Atlanta
30388,33.8444,-84.4741,GA,Atlanta
30389,33.8444,-84.4741,GA,Atlanta
30390,33.8444,-84.4741,GA,Atlanta
30392,33.8444,-84.4741,GA,Atlanta
30394,33.8444,-84.4741,GA,Atlanta
30396,33.8444,-84.4741,GA,Atlanta
30398,33.8444,-84.4741,GA,Atlanta
30399,33.8444,-84.4741,GA,Atlanta
30401,32.5699,-82.3462,GA,Swainsboro
30410,32.1797,-82.5166,GA,Ailey
30411,32.1430,-82.8268,GA,Alamo
30412,32.0775,-82.4825,GA,Alston
30413,32.8891,-82.4666,GA,Bartow
30414,32.1634,-81.8719,GA,Bellville
30415,32.3523,-81.6571,GA,Brooklet
30417,32.1606,-81.9238,GA,Claxton
30420,32.1060,-82.0339,GA,Cobbtown
30421,32.0586,-82.0274,GA,Collins
30423,32.1634,-81.8719,GA,Daisy
30424,32.7676,-81.6291,GA,Dover
30425,32.6549,-82.1002,GA,Garfield
30426,33.0539,-81.6845,GA,Girard
30427,32.0666,-82.0123,GA,Glennville
30428,32.1188,-82.7246,GA,Glenwood
30429,32.1528,-81.9259,GA,Hagan
30434,33.0288,-82.4380,GA,Louisville
30436,32.1291,-82.3305,GA,Lyons
30438,32.0507,-81.9983,GA,Manassas
30439,32.3994,-82.0482,GA,Metter
30441,32.9264,-82.1723,GA,Midville
30442,32.7794,-81.9739,GA,Millen
30445,32.1832,-82.5667,GA,Mount Vernon
30446,32.5810,-81.4826,GA,Newington
30447,32.5041,-82.4848,GA,Norristown
30448,32.4759,-82.3726,GA,Nunez
30449,32.5281,-81.5332,GA,Oliver
30450,32.5521,-81.9242,GA,Portal
30451,32.4143,-82.0867,GA,Pulaski
30452,32.3980,-81.8892,GA,Register
30453,32.0311,-82.1460,GA,Reidsville
30454,32.5063,-82.7137,GA,Rockledge
30455,32.7230,-81.7933,GA,Rocky Ford
30456,32.9803,-81.8449,GA,Sardis
30457,32.3831,-82.5571,GA,Soperton
30458,32.4250,-81.7850,GA,Statesboro
30459,32.4470,-81.7777,GA,Statesboro
30460,32.4179,-81.7823,GA,Statesboro
30461,32.4500,-81.7158,GA,Statesboro
30464,32.4459,-82.2587,GA,Stillmore
30467,32.7439,-81.6287,GA,Sylvania
30470,32.1888,-82.5221,GA,Tarrytown
30471,32.5498,-82.1839,GA,Twin City
30473,32.0288,-82.5162,GA,Uvalda
30474,32.1987,-82.3921,GA,Vidalia
30475,32.1775,-82.3739,GA,Vidalia
30477,32.8637,-82.4075,GA,Wadley
30499,32.0507,-81.9983,GA,Reidsville
30501,34.3344,-83.8379,GA,Gainesville
30502,34.2130,-83.7949,GA,Chestnut Mountain
30503,34.3454,-83.9505,GA,Gainesville
30504,34.2411,-83.8865,GA,Gainesville
30506,34.3362,-83.8600,GA,Gainesville
30507,34.2572,-83.8246,GA,Gainesville
30510,34.5043,-83.5948,GA,Alto
30511,34.3937,-83.4739,GA,Baldwin
30512,34.8675,-83.9676,GA,Blairsville
30513,34.8312,-84.3313,GA,Blue Ridge
30514,34.9034,-84.0192,GA,Blairsville
30515,33.9604,-84.0379,GA,Buford
30516,34.3840,-83.0332,GA,Bowersville
30517,34.1099,-83.6851,GA,Braselton
30518,34.1137,-84.0340,GA,Buford
30519,34.0797,-83.9308,GA,Buford
30520,34.3559,-83.1529,GA,Canon
30521,34.3631,-83.2547,GA,Carnesville
30522,34.7325,-84.4250,GA,Cherrylog
30523,34.6559,-83.5083,GA,Clarkesville
30525,34.8869,-83.3754,GA,Clayton
30527,34.3978,-83.7757,GA,Clermont
30528,34.6105,-83.7462,GA,Cleveland
30529,34.1697,-83.5707,GA,Commerce
30530,34.1683,-83.4022,GA,Commerce
30531,34.5352,-83.5740,GA,Cornelia
30533,34.5414,-84.0244,GA,Dahlonega
30534,34.4537,-84.1550,GA,Dawsonville
30535,34.6316,-83.5697,GA,Demorest
30536,34.6500,-84.3700,GA,Ellijay
